symbol,chain,protocol,liqPrice,collateralValue,collateralAmount,owner,timestamp
ETH,ethereum,aave-v2,1475.5758118737897,0.0018430232558139534,0.000001249019698604,0x0000396ed2931b122b9056641eb41ed142355191,1703700048
ETH,ethereum,aave-v2,46.31375026049143,0.04669579641947506,0.001008249087081802,0x0008d79c3276ed8bce0b22036bcbab9638a2c8c8,1703700048
ETH,ethereum,aave-v2,1.7763579666968243,0.0007105431866787298,0.0004,0x000dbf2733da51135c1b21c8ef71a3d474383f0d,1703700048
ETH,ethereum,aave-v2,887.1724126458681,444.7025222725987,0.5012582852371789,0x001062fa6971312c2d6116d3a9ede959349b8cdf,1703700048
ETH,ethereum,aave-v2,64.34384037065321,0.06434384037065322,0.001,0x0013b99e50372d609f1e1a8af83544878e99fcf7,1703700048
ETH,ethereum,aave-v2,474.6377536983062,183.80088485087228,0.38724455317497053,0x00159370cbe576b765a7fb2e78582e0cb563d445,1703700048
ETH,ethereum,aave-v2,813.9725120570687,8.139725120570686,0.01,0x0029ab135b5be72168bf80f140d60a9264dbd0c5,1703700048
ETH,ethereum,aave-v2,385.19479273379295,847.4285440143445,2.2,0x002aea16059a7d4bef638a03b61a9e80ef07e745,1703700048
ETH,ethereum,aave-v2,1199.7859970328716,3.07401602993845,0.00256213694570585,0x004cb6c0e4cc57baead9bf7321c6e58bf35a55c4,1703700048
ETH,ethereum,aave-v2,682.8878634972593,116.09093679453409,0.17,0x005f16f017aa933bb41965b52848ceb8ee48b171,1703700048
ETH,ethereum,aave-v2,1162.817874367241,1.162817874367241,0.001,0x006342f9c4b6a0b0f3cb898fe83e2390eeedd0cf,1703700048
ETH,ethereum,aave-v2,1625.989154914479,0.03769457549921499,0.000023182550378817,0x006364d4259e4c92260578fff8b3abf6726b5904,1703700048
ETH,ethereum,aave-v2,232.56357487344818,2.3256357487344816,0.01,0x007a3e7249a446e95732685cdd5568485fd2f2ea,1703700048
ETH,ethereum,aave-v2,941.7326958599666,6686.879363953488,7.100612937567383,0x00824495ea5e0ebb4505fa91bfd0853a87b1f80d,1703700048
ETH,ethereum,aave-v2,861.340534285172,1437696.6195805334,1669.1384677184387,0x0084ee6c8893c01e252198b56ec127443dc27464,1703700048
ETH,ethereum,aave-v2,2190.581793688939,120.53517488598733,0.05502427493611464,0x00bfb5b7790179da0d6b1b7665339a5541ccbb94,1703700048
ETH,ethereum,aave-v2,958.620911609887,0.02620172443452634,0.000027332727793851,0x00c4a4e6c0be04a5523c4020f4dcda6e85ecd7eb,1703700048
ETH,ethereum,aave-v2,1531.3466360510085,1.1627906976744184,0.000759325596373783,0x01117e2617ff25f7bef0f9e7e00c8a380b529ec0,1703700048
ETH,ethereum,aave-v2,1508.4607365500792,7.172896329375015,0.004755109732441407,0x0125e36e0515a84b7a4cacb463829b8dd41bd314,1703700048
ETH,ethereum,aave-v2,948.8422006248223,0.0011631634824586414,0.000001225876633325,0x013cd95827b3462ae3c568038f6b981d6e2559dc,1703700048
ETH,ethereum,aave-v2,6.515138604527247,0.0000876359551006841,0.000013451126740387,0x014931f3709cb251650944bf6f0bd60f213e95b7,1703700048
ETH,ethereum,aave-v2,1906.8421628618019,19.06842162861802,0.01,0x01525e67d0788b10bc1d1f45cbdaaf5f84a518f1,1703700048
ETH,ethereum,aave-v2,862.7204960127335,658.2251162790697,0.7629645050989429,0x0180945d4f29a93b034e3a2030de6ca0bc016ba9,1703700048
ETH,ethereum,aave-v2,48.71561310848931,0.0971209435611031,0.00199363073486965,0x0195dc92b79aa017c80c83b2aac9f911452f6e7e,1703700048
ETH,ethereum,aave-v2,125.82804808777571,1.8874207213166356,0.015,0x01f5368cfc9a6f041c8ea10086b4df656cf8c7f4,1703700048
ETH,ethereum,aave-v2,1.7763579666968243,0.0007105431866787298,0.0004,0x01fa43016c022333a2c01b190e5fd7290dcd1bfd,1703700048
ETH,ethereum,aave-v2,1710.9159744451977,93.9765456521922,0.054927621844588936,0x0211f63a2302ab764bc81bb93aeb494c75fee2cb,1703700048
ETH,ethereum,aave-v2,1160.9093679453406,58.04546839726703,0.05,0x0222e759ae5fd056b8b58e9d053d355a8a5b93ce,1703700048
ETH,ethereum,aave-v2,535.4889778388465,1363.180500485141,2.5456742470904516,0x022d41d3071853f439b0d861a93ff9834b822d36,1703700048
ETH,ethereum,aave-v2,1871.026267341936,3.742052534683872,0.002,0x025042d3852c4cd8b369bbf30aaf53f08de655a8,1703700048
ETH,ethereum,aave-v2,0.000025044199877326427,0.000023579828462257146,0.9415285206857402,0x025e9ae97401e33e5b929f2e195c8feeb7bc5087,1703700048
ETH,ethereum,aave-v2,755.7480920627883,1889.3702301569708,2.5,0x027c0c58707cae5470b539cba6f8b9541e28ded3,1703700048
ETH,ethereum,aave-v2,1961.7422656652113,0.10290765001214679,0.000052457273217413,0x0281531ebed0d369e29f29bb4295be46113e422b,1703700048
ETH,ethereum,aave-v2,863.6452985802694,71259.39406399398,82.51002371128054,0x02a561eac513d03c729be304cda5cc4ae5621fe1,1703700048
ETH,ethereum,aave-v2,153.97696659549663,1.571487978734603e-7,1.020599388e-9,0x02b4d9852a8642bb234ceed530b8a1756467b169,1703700048
ETH,ethereum,aave-v2,1100.2628603399103,35838.41510465116,32.57259369236493,0x02bb6041d8620b3547d3c3604e159b4b8968ef84,1703700048
ETH,ethereum,aave-v2,540.9644971838089,44053.54466561181,81.43518640307978,0x02e3b0a952bf188a9323ad198b2afe9593d7c6a8,1703700048
ETH,ethereum,aave-v2,775.1933518427977,1162.7906976744184,1.5000008641846843,0x02e7da2fb19469ec942321ccf40a2ac54bf69057,1703700048
ETH,ethereum,aave-v2,1387.7310232429013,2706.37700202955,1.950217265954888,0x030ed557a0775e110394c1a543f3eb181aeea05f,1703700048
ETH,ethereum,aave-v2,625.8240647308684,16119.569788492363,25.757350503011544,0x0326b6b33395c78fdf398309de5f9527167b57a6,1703700048
ETH,ethereum,aave-v2,1784.1579220795556,57.99757856402056,0.03250697589393908,0x033cd5e8044222388366889cffe8194da1c4769f,1703700048
ETH,ethereum,aave-v2,1187.0035967260942,22501.655535328282,18.95668690254241,0x034e0eabb6f3cb61fee23e5fba49d803bb946414,1703700048
ETH,ethereum,aave-v2,1942.17616396559,138.55361809811663,0.0713393669785412,0x0360414fa5e5846f687096c82e1434151743e886,1703700048
ETH,ethereum,aave-v2,419.66137956754716,13.700539762703068,0.03264665377791305,0x03950a9c6b43a264e8f2d56125857ec68361eb64,1703700048
